"Step","repr_nih_baseline - epoch/loss","repr_nih_baseline - epoch/loss__MIN","repr_nih_baseline - epoch/loss__MAX"
"123","-0.3373671675946943","-0.3373671675946943","-0.3373671675946943"
"124","-0.33804309687801953","-0.33804309687801953","-0.33804309687801953"
"125","-0.3389697819617841","-0.3389697819617841","-0.3389697819617841"
"126","-0.33995273494496603","-0.33995273494496603","-0.33995273494496603"
"127","-0.3407230440064287","-0.3407230440064287","-0.3407230440064287"
"128","-0.3414506164989576","-0.3414506164989576","-0.3414506164989576"
"129","-0.3422729807458046","-0.3422729807458046","-0.3422729807458046"
"130","-0.34324050318712096","-0.34324050318712096","-0.34324050318712096"
"131","-0.3440063514642476","-0.3440063514642476","-0.3440063514642476"
"132","-0.34480769737377936","-0.34480769737377936","-0.34480769737377936"
"133","-0.3454980655444036","-0.3454980655444036","-0.3454980655444036"
"134","-0.3458319478412176","-0.3458319478412176","-0.3458319478412176"
"135","-0.3468714856535236","-0.3468714856535236","-0.3468714856535236"
"136","-0.3476728179477857","-0.3476728179477857","-0.3476728179477857"
"137","-0.34831814127958927","-0.34831814127958927","-0.34831814127958927"
"138","-0.34899063524073576","-0.34899063524073576","-0.34899063524073576"
"139","-0.3496603148630007","-0.3496603148630007","-0.3496603148630007"
"140","-0.35060174487968926","-0.35060174487968926","-0.35060174487968926"
"141","-0.3513238102242695","-0.3513238102242695","-0.3513238102242695"
"142","-0.3519660865546045","-0.3519660865546045","-0.3519660865546045"
"143","-0.3526733133426603","-0.3526733133426603","-0.3526733133426603"
"144","-0.3534014579306966","-0.3534014579306966","-0.3534014579306966"
"145","-0.3542182383521124","-0.3542182383521124","-0.3542182383521124"
"146","-0.35489425928264023","-0.35489425928264023","-0.35489425928264023"
"147","-0.3556592290234777","-0.3556592290234777","-0.3556592290234777"
"148","-0.3563651089188797","-0.3563651089188797","-0.3563651089188797"
"149","-0.35704225064110073","-0.35704225064110073","-0.35704225064110073"
"150","-0.3576407861446175","-0.3576407861446175","-0.3576407861446175"
"151","-0.3584875485565961","-0.3584875485565961","-0.3584875485565961"
"152","-0.3590850571264898","-0.3590850571264898","-0.3590850571264898"
"153","-0.359595845566967","-0.359595845566967","-0.359595845566967"
"154","-0.35987195649356835","-0.35987195649356835","-0.35987195649356835"
"155","-0.3603914158163126","-0.3603914158163126","-0.3603914158163126"
"156","-0.36080832257462647","-0.36080832257462647","-0.36080832257462647"
"157","-0.3614389221830872","-0.3614389221830872","-0.3614389221830872"
"158","-0.3621769785186085","-0.3621769785186085","-0.3621769785186085"
"159","-0.36301679805479886","-0.36301679805479886","-0.36301679805479886"
"160","-0.36366876706850076","-0.36366876706850076","-0.36366876706850076"
"161","-0.36426528822319915","-0.36426528822319915","-0.36426528822319915"
"162","-0.36492287908773524","-0.36492287908773524","-0.36492287908773524"
"163","-0.36551358786251414","-0.36551358786251414","-0.36551358786251414"
"164","-0.3658813604291745","-0.3658813604291745","-0.3658813604291745"
"165","-0.3664560457909432","-0.3664560457909432","-0.3664560457909432"
"166","-0.36691153747631516","-0.36691153747631516","-0.36691153747631516"
"167","-0.3674501392370723","-0.3674501392370723","-0.3674501392370723"
"168","-0.36800100701102895","-0.36800100701102895","-0.36800100701102895"
"169","-0.36881437337436035","-0.36881437337436035","-0.36881437337436035"
"170","-0.3694964600358074","-0.3694964600358074","-0.3694964600358074"
"171","-0.3700014690380442","-0.3700014690380442","-0.3700014690380442"
"172","-0.3707314347700156","-0.3707314347700156","-0.3707314347700156"
"173","-0.3711423606027089","-0.3711423606027089","-0.3711423606027089"
"174","-0.37170060876991473","-0.37170060876991473","-0.37170060876991473"
"175","-0.3721906094656149","-0.3721906094656149","-0.3721906094656149"
"176","-0.37252454599477974","-0.37252454599477974","-0.37252454599477974"
"177","-0.37305689432056394","-0.37305689432056394","-0.37305689432056394"
"178","-0.3734949000746745","-0.3734949000746745","-0.3734949000746745"
"179","-0.3740480235192924","-0.3740480235192924","-0.3740480235192924"
"180","-0.37465431588139025","-0.37465431588139025","-0.37465431588139025"
"181","-0.3749698530191562","-0.3749698530191562","-0.3749698530191562"
"182","-0.3752345958643939","-0.3752345958643939","-0.3752345958643939"
"183","-0.3757789120674342","-0.3757789120674342","-0.3757789120674342"
"184","-0.3762076416641341","-0.3762076416641341","-0.3762076416641341"
"185","-0.3766977960440174","-0.3766977960440174","-0.3766977960440174"
"186","-0.37719897206199354","-0.37719897206199354","-0.37719897206199354"
"187","-0.37768658017795653","-0.37768658017795653","-0.37768658017795653"
"188","-0.37807855396802603","-0.37807855396802603","-0.37807855396802603"
"189","-0.37858467471645724","-0.37858467471645724","-0.37858467471645724"
"190","-0.3790881116272537","-0.3790881116272537","-0.3790881116272537"
"191","-0.37939794351631156","-0.37939794351631156","-0.37939794351631156"
"192","-0.38010576680936026","-0.38010576680936026","-0.38010576680936026"
"193","-0.3804353038816684","-0.3804353038816684","-0.3804353038816684"
"194","-0.3809809853051828","-0.3809809853051828","-0.3809809853051828"
"195","-0.3814503548255473","-0.3814503548255473","-0.3814503548255473"
"196","-0.3819291474336705","-0.3819291474336705","-0.3819291474336705"
"197","-0.38252389068281273","-0.38252389068281273","-0.38252389068281273"
"198","-0.3832493782632174","-0.3832493782632174","-0.3832493782632174"
"199","-0.3836780813624259","-0.3836780813624259","-0.3836780813624259"
"200","-0.3839559095301621","-0.3839559095301621","-0.3839559095301621"
"201","-0.38442991142829697","-0.38442991142829697","-0.38442991142829697"
"202","-0.3846683105095444","-0.3846683105095444","-0.3846683105095444"
"203","-0.3849859193519628","-0.3849859193519628","-0.3849859193519628"
"204","-0.38537005533477714","-0.38537005533477714","-0.38537005533477714"
"205","-0.3856268233365004","-0.3856268233365004","-0.3856268233365004"
"206","-0.38622208975856714","-0.38622208975856714","-0.38622208975856714"
"207","-0.3868749480457205","-0.3868749480457205","-0.3868749480457205"
"208","-0.3871574319811477","-0.3871574319811477","-0.3871574319811477"
"209","-0.387491423554555","-0.387491423554555","-0.387491423554555"
"210","-0.3879342922466656","-0.3879342922466656","-0.3879342922466656"
"211","-0.38826539608655863","-0.38826539608655863","-0.38826539608655863"
"212","-0.3885521762851228","-0.3885521762851228","-0.3885521762851228"
"213","-0.38905449413841064","-0.38905449413841064","-0.38905449413841064"
"214","-0.3895963429306846","-0.3895963429306846","-0.3895963429306846"
"215","-0.3900679279808176","-0.3900679279808176","-0.3900679279808176"
"216","-0.39054273055959665","-0.39054273055959665","-0.39054273055959665"
"217","-0.3909410026192237","-0.3909410026192237","-0.3909410026192237"
"218","-0.3912727706686131","-0.3912727706686131","-0.3912727706686131"
"219","-0.3914475367950838","-0.3914475367950838","-0.3914475367950838"
"220","-0.3917035119270488","-0.3917035119270488","-0.3917035119270488"
"221","-0.39201123323166226","-0.39201123323166226","-0.39201123323166226"
"222","-0.39219913265171163","-0.39219913265171163","-0.39219913265171163"
"223","-0.3922946123828016","-0.3922946123828016","-0.3922946123828016"
"224","-0.39271136786023403","-0.39271136786023403","-0.39271136786023403"
"225","-0.3929646657832047","-0.3929646657832047","-0.3929646657832047"
"226","-0.39332091174460576","-0.39332091174460576","-0.39332091174460576"
"227","-0.393692339901162","-0.393692339901162","-0.393692339901162"
"228","-0.3939358786462285","-0.3939358786462285","-0.3939358786462285"
"229","-0.3943662144053571","-0.3943662144053571","-0.3943662144053571"
"230","-0.3945932963902782","-0.3945932963902782","-0.3945932963902782"
"231","-0.39482344560106925","-0.39482344560106925","-0.39482344560106925"
"232","-0.3951289326108319","-0.3951289326108319","-0.3951289326108319"
"233","-0.3954632298892335","-0.3954632298892335","-0.3954632298892335"
"234","-0.3959257686855303","-0.3959257686855303","-0.3959257686855303"
"235","-0.396257514031697","-0.396257514031697","-0.396257514031697"
"236","-0.3965907022781526","-0.3965907022781526","-0.3965907022781526"
"237","-0.39700680283735496","-0.39700680283735496","-0.39700680283735496"
"238","-0.3972752513718435","-0.3972752513718435","-0.3972752513718435"
"239","-0.3975394402836776","-0.3975394402836776","-0.3975394402836776"
"240","-0.3979932831297076","-0.3979932831297076","-0.3979932831297076"
"241","-0.39802590702433055","-0.39802590702433055","-0.39802590702433055"
"242","-0.39822977039146895","-0.39822977039146895","-0.39822977039146895"
"243","-0.3983210640808978","-0.3983210640808978","-0.3983210640808978"
"244","-0.39849776389282","-0.39849776389282","-0.39849776389282"
"245","-0.39871447654187364","-0.39871447654187364","-0.39871447654187364"
"246","-0.39891265595619585","-0.39891265595619585","-0.39891265595619585"
"247","-0.3992054891510716","-0.3992054891510716","-0.3992054891510716"
"248","-0.39953888128829745","-0.39953888128829745","-0.39953888128829745"
"249","-0.3998759150315231","-0.3998759150315231","-0.3998759150315231"
"250","-0.4001723883917178","-0.4001723883917178","-0.4001723883917178"
"251","-0.40053572999881876","-0.40053572999881876","-0.40053572999881876"
"252","-0.40082000263497264","-0.40082000263497264","-0.40082000263497264"
"253","-0.40114137481594314","-0.40114137481594314","-0.40114137481594314"
"254","-0.4014578454564529","-0.4014578454564529","-0.4014578454564529"
"255","-0.40161310885305457","-0.40161310885305457","-0.40161310885305457"
"256","-0.4019053213628611","-0.4019053213628611","-0.4019053213628611"
"257","-0.4022612222992423","-0.4022612222992423","-0.4022612222992423"
"258","-0.40264991444948894","-0.40264991444948894","-0.40264991444948894"
"259","-0.40286711470969994","-0.40286711470969994","-0.40286711470969994"
"260","-0.4032012240652633","-0.4032012240652633","-0.4032012240652633"
"261","-0.40351843100694074","-0.40351843100694074","-0.40351843100694074"
"262","-0.4037706676694429","-0.4037706676694429","-0.4037706676694429"
"263","-0.40399971409078334","-0.40399971409078334","-0.40399971409078334"
"264","-0.4041959355227436","-0.4041959355227436","-0.4041959355227436"
"265","-0.4045495019303192","-0.4045495019303192","-0.4045495019303192"
"266","-0.4048690715441494","-0.4048690715441494","-0.4048690715441494"
"267","-0.4050780580224691","-0.4050780580224691","-0.4050780580224691"
"268","-0.40534432481506966","-0.40534432481506966","-0.40534432481506966"
"269","-0.4055236769317615","-0.4055236769317615","-0.4055236769317615"
"270","-0.40578174424027214","-0.40578174424027214","-0.40578174424027214"
"271","-0.3382011651992798","-0.3382011651992798","-0.3382011651992798"
"272","-0.4966999969699166","-0.4966999969699166","-0.4966999969699166"
"273","-0.49144449262391954","-0.49144449262391954","-0.49144449262391954"
"274","-0.47822272008465183","-0.47822272008465183","-0.47822272008465183"
"275","-0.4784926764848756","-0.4784926764848756","-0.4784926764848756"
"276","-0.4835897485415141","-0.4835897485415141","-0.4835897485415141"
"277","-0.484641396608509","-0.484641396608509","-0.484641396608509"
"278","-0.47878693526899313","-0.47878693526899313","-0.47878693526899313"
"279","-0.47895694698816466","-0.47895694698816466","-0.47895694698816466"
"280","-0.4836294392308036","-0.4836294392308036","-0.4836294392308036"
"281","-0.4809483009399754","-0.4809483009399754","-0.4809483009399754"
"282","-0.483766461814846","-0.483766461814846","-0.483766461814846"
"283","-0.48474958243448873","-0.48474958243448873","-0.48474958243448873"
"284","-0.4846261976329425","-0.4846261976329425","-0.4846261976329425"
"285","-0.48441035950437505","-0.48441035950437505","-0.48441035950437505"
"286","-0.4838867292104178","-0.4838867292104178","-0.4838867292104178"
"287","-0.481963492698551","-0.481963492698551","-0.481963492698551"
"288","-0.4814619000195063","-0.4814619000195063","-0.4814619000195063"
"289","-0.4836299274507807","-0.4836299274507807","-0.4836299274507807"
"290","-0.48407282239479543","-0.48407282239479543","-0.48407282239479543"
"291","-0.48461574523603146","-0.48461574523603146","-0.48461574523603146"
"292","-0.484910743920159","-0.484910743920159","-0.484910743920159"
"293","-0.48581691106520086","-0.48581691106520086","-0.48581691106520086"
"294","-0.4838167485736665","-0.4838167485736665","-0.4838167485736665"
"295","-0.48252570814611506","-0.48252570814611506","-0.48252570814611506"
"296","-0.48224170440696623","-0.48224170440696623","-0.48224170440696623"
"297","-0.48293381347053355","-0.48293381347053355","-0.48293381347053355"
"298","-0.4847854813526477","-0.4847854813526477","-0.4847854813526477"
"299","-0.48483910074861875","-0.48483910074861875","-0.48483910074861875"
"300","-0.4864314322414267","-0.4864314322414267","-0.4864314322414267"
"301","-0.4858956189448651","-0.4858956189448651","-0.4858956189448651"
"302","-0.4869158526708842","-0.4869158526708842","-0.4869158526708842"
"303","-0.48706397934123363","-0.48706397934123363","-0.48706397934123363"
"304","-0.48743565060941113","-0.48743565060941113","-0.48743565060941113"
"305","-0.48695944822079273","-0.48695944822079273","-0.48695944822079273"
"306","-0.48679947004019364","-0.48679947004019364","-0.48679947004019364"
"307","-0.4871661244502028","-0.4871661244502028","-0.4871661244502028"
"308","-0.4873645654264486","-0.4873645654264486","-0.4873645654264486"
"309","-0.48735253102197423","-0.48735253102197423","-0.48735253102197423"
"310","-0.48550100918011285","-0.48550100918011285","-0.48550100918011285"
"311","-0.4852465716680684","-0.4852465716680684","-0.4852465716680684"
"312","-0.48515261720566855","-0.48515261720566855","-0.48515261720566855"
"313","-0.48572808504104614","-0.48572808504104614","-0.48572808504104614"
"314","-0.4851097427913595","-0.4851097427913595","-0.4851097427913595"
"315","-0.4853911059243338","-0.4853911059243338","-0.4853911059243338"
"316","-0.48512073122212734","-0.48512073122212734","-0.48512073122212734"
"317","-0.48496264005948564","-0.48496264005948564","-0.48496264005948564"
"318","-0.48490196548702863","-0.48490196548702863","-0.48490196548702863"
"319","-0.4852789157765323","-0.4852789157765323","-0.4852789157765323"
"320","-0.48537120271603107","-0.48537120271603107","-0.48537120271603107"
"321","-0.4848200256477097","-0.4848200256477097","-0.4848200256477097"
"322","-0.48494019853625514","-0.48494019853625514","-0.48494019853625514"
"323","-0.4856930066207549","-0.4856930066207549","-0.4856930066207549"
"324","-0.4857224588003536","-0.4857224588003536","-0.4857224588003536"
"325","-0.4861263191523702","-0.4861263191523702","-0.4861263191523702"
"326","-0.48591595303990665","-0.48591595303990665","-0.48591595303990665"
"327","-0.48653703253324443","-0.48653703253324443","-0.48653703253324443"
"328","-0.4866608611965346","-0.4866608611965346","-0.4866608611965346"
"329","-0.48655124206140815","-0.48655124206140815","-0.48655124206140815"
"330","-0.4865476782551877","-0.4865476782551877","-0.4865476782551877"
"331","-0.48744897229500894","-0.48744897229500894","-0.48744897229500894"
"332","-0.48693493506131896","-0.48693493506131896","-0.48693493506131896"
"333","-0.4870253933800591","-0.4870253933800591","-0.4870253933800591"
"334","-0.4872259123106199","-0.4872259123106199","-0.4872259123106199"
"335","-0.48704629127581295","-0.48704629127581295","-0.48704629127581295"
"336","-0.48705483274892","-0.48705483274892","-0.48705483274892"
"337","-0.48698369561273286","-0.48698369561273286","-0.48698369561273286"
"338","-0.4869424080262419","-0.4869424080262419","-0.4869424080262419"
"339","-0.4868569837967905","-0.4868569837967905","-0.4868569837967905"
"340","-0.4870101261328685","-0.4870101261328685","-0.4870101261328685"
"341","-0.4872946298326473","-0.4872946298326473","-0.4872946298326473"
"342","-0.48806682069761004","-0.48806682069761004","-0.48806682069761004"
"343","-0.4883998153361798","-0.4883998153361798","-0.4883998153361798"
"344","-0.48830829632102873","-0.48830829632102873","-0.48830829632102873"
"345","-0.4882500122191935","-0.4882500122191935","-0.4882500122191935"
"346","-0.48790618523300566","-0.48790618523300566","-0.48790618523300566"
"347","-0.4876848794470949","-0.4876848794470949","-0.4876848794470949"
"348","-0.4878508402602373","-0.4878508402602373","-0.4878508402602373"
"349","-0.4875731318998276","-0.4875731318998276","-0.4875731318998276"
"350","-0.4877379266109539","-0.4877379266109539","-0.4877379266109539"
"351","-0.4878508258848155","-0.4878508258848155","-0.4878508258848155"
"352","-0.48831849364258356","-0.48831849364258356","-0.48831849364258356"
"353","-0.4886396034335974","-0.4886396034335974","-0.4886396034335974"
"354","-0.48877058042802823","-0.48877058042802823","-0.48877058042802823"
"355","-0.48893284570873136","-0.48893284570873136","-0.48893284570873136"
"356","-0.48912085107714814","-0.48912085107714814","-0.48912085107714814"
"357","-0.4891558045501908","-0.4891558045501908","-0.4891558045501908"
"358","-0.48890122285392884","-0.48890122285392884","-0.48890122285392884"
"359","-0.48866053553093036","-0.48866053553093036","-0.48866053553093036"
"360","-0.4883872318414994","-0.4883872318414994","-0.4883872318414994"
"361","-0.48800667399306935","-0.48800667399306935","-0.48800667399306935"
"362","-0.4881155094383315","-0.4881155094383315","-0.4881155094383315"
"363","-0.4882199238747132","-0.4882199238747132","-0.4882199238747132"
"364","-0.48846060191266133","-0.48846060191266133","-0.48846060191266133"
"365","-0.48848662686145267","-0.48848662686145267","-0.48848662686145267"
"366","-0.48895476879130906","-0.48895476879130906","-0.48895476879130906"
"367","-0.48920167506547424","-0.48920167506547424","-0.48920167506547424"
"368","-0.4894458987010618","-0.4894458987010618","-0.4894458987010618"
"369","-0.4895923650167526","-0.4895923650167526","-0.4895923650167526"
"370","-0.48986484042691175","-0.48986484042691175","-0.48986484042691175"
"371","-0.4898060227667059","-0.4898060227667059","-0.4898060227667059"
"372","-0.48981739243107425","-0.48981739243107425","-0.48981739243107425"
"373","-0.48977575789002314","-0.48977575789002314","-0.48977575789002314"
"374","-0.48970203837298515","-0.48970203837298515","-0.48970203837298515"
"375","-0.4895035173031828","-0.4895035173031828","-0.4895035173031828"
"376","-0.48965433636923045","-0.48965433636923045","-0.48965433636923045"
"377","-0.48996828770322914","-0.48996828770322914","-0.48996828770322914"
"378","-0.48985193918844344","-0.48985193918844344","-0.48985193918844344"
"379","-0.48987139150789777","-0.48987139150789777","-0.48987139150789777"
"380","-0.48975395757489854","-0.48975395757489854","-0.48975395757489854"
"381","-0.4897237561920575","-0.4897237561920575","-0.4897237561920575"
"382","-0.4899583068868258","-0.4899583068868258","-0.4899583068868258"
"383","-0.490160458168741","-0.490160458168741","-0.490160458168741"
"384","-0.49038605775377797","-0.49038605775377797","-0.49038605775377797"
"385","-0.490247182554576","-0.490247182554576","-0.490247182554576"
"386","-0.4905504293280203","-0.4905504293280203","-0.4905504293280203"
"387","-0.4904042985498854","-0.4904042985498854","-0.4904042985498854"
"388","-0.49059434760645043","-0.49059434760645043","-0.49059434760645043"
"389","-0.4902975773730589","-0.4902975773730589","-0.4902975773730589"
"390","-0.49026729970995264","-0.49026729970995264","-0.49026729970995264"
"391","-0.49015582677327424","-0.49015582677327424","-0.49015582677327424"
"392","-0.4899341639509681","-0.4899341639509681","-0.4899341639509681"
"393","-0.4899417181956192","-0.4899417181956192","-0.4899417181956192"
"394","-0.4901555537886972","-0.4901555537886972","-0.4901555537886972"
"395","-0.49037530410683605","-0.49037530410683605","-0.49037530410683605"
"396","-0.4904141917074327","-0.4904141917074327","-0.4904141917074327"
"397","-0.4907177708198115","-0.4907177708198115","-0.4907177708198115"
"398","-0.49086988080120014","-0.49086988080120014","-0.49086988080120014"
"399","-0.4909872803066411","-0.4909872803066411","-0.4909872803066411"
"400","-0.49123677678296584","-0.49123677678296584","-0.49123677678296584"
"401","-0.491267269020535","-0.491267269020535","-0.491267269020535"
"402","-0.491537649721521","-0.491537649721521","-0.491537649721521"
"403","-0.4915564223548664","-0.4915564223548664","-0.4915564223548664"
"404","-0.49131037363156976","-0.49131037363156976","-0.49131037363156976"
"405","-0.4913687414193136","-0.4913687414193136","-0.4913687414193136"
"406","-0.49126459487185137","-0.49126459487185137","-0.49126459487185137"
"407","-0.49122687747249","-0.49122687747249","-0.49122687747249"
"408","-0.4913311076590304","-0.4913311076590304","-0.4913311076590304"
