"Step","repr_nih_baseline - epoch/loss","repr_nih_baseline - epoch/loss__MIN","repr_nih_baseline - epoch/loss__MAX"
"409","-0.4914375827590423","-0.4914375827590423","-0.4914375827590423"
"410","-0.49119209334800606","-0.49119209334800606","-0.49119209334800606"
"411","-0.4914848501770774","-0.4914848501770774","-0.4914848501770774"
"412","-0.4914068712738708","-0.4914068712738708","-0.4914068712738708"
"413","-0.49128101060375373","-0.49128101060375373","-0.49128101060375373"
"414","-0.49140783467549365","-0.49140783467549365","-0.49140783467549365"
"415","-0.49186562089602376","-0.49186562089602376","-0.49186562089602376"
"416","-0.4920571293812797","-0.4920571293812797","-0.4920571293812797"
"417","-0.49196565238928486","-0.49196565238928486","-0.49196565238928486"
"418","-0.49212706078889823","-0.49212706078889823","-0.49212706078889823"
"419","-0.4922819515283972","-0.4922819515283972","-0.4922819515283972"
"420","-0.4921604944186911","-0.4921604944186911","-0.4921604944186911"
"421","-0.492181528992529","-0.492181528992529","-0.492181528992529"
"422","-0.4921684264742247","-0.4921684264742247","-0.4921684264742247"
"423","-0.4923324067290091","-0.4923324067290091","-0.4923324067290091"
"424","-0.4925519708984432","-0.4925519708984432","-0.4925519708984432"
"425","-0.49279337643726084","-0.49279337643726084","-0.49279337643726084"
"426","-0.49281410472305415","-0.49281410472305415","-0.49281410472305415"
"427","-0.49283947937386224","-0.49283947937386224","-0.49283947937386224"
"428","-0.49302855653796207","-0.49302855653796207","-0.49302855653796207"
"429","-0.49311636121570124","-0.49311636121570124","-0.49311636121570124"
"430","-0.4931619718230647","-0.4931619718230647","-0.4931619718230647"
"431","-0.4930395502213163","-0.4930395502213163","-0.4930395502213163"
"432","-0.49313222536901596","-0.49313222536901596","-0.49313222536901596"
"433","-0.49335264609891055","-0.49335264609891055","-0.49335264609891055"
"434","-0.4933347398338692","-0.4933347398338692","-0.4933347398338692"
"435","-0.4934470395465074","-0.4934470395465074","-0.4934470395465074"
"436","-0.49338823076741467","-0.49338823076741467","-0.49338823076741467"
"437","-0.49324206104485263","-0.49324206104485263","-0.49324206104485263"
"438","-0.49341204926541005","-0.49341204926541005","-0.49341204926541005"
"439","-0.4935169703083901","-0.4935169703083901","-0.4935169703083901"
"440","-0.4936925542559023","-0.4936925542559023","-0.4936925542559023"
"441","-0.4938811945747026","-0.4938811945747026","-0.4938811945747026"
"442","-0.4937689454321413","-0.4937689454321413","-0.4937689454321413"
"443","-0.49384114154891035","-0.49384114154891035","-0.49384114154891035"
"444","-0.4938127536225498","-0.4938127536225498","-0.4938127536225498"
"445","-0.493606014576265","-0.493606014576265","-0.493606014576265"
"446","-0.49345226983286056","-0.49345226983286056","-0.49345226983286056"
"447","-0.4932676177347065","-0.4932676177347065","-0.4932676177347065"
"448","-0.49345669513836476","-0.49345669513836476","-0.49345669513836476"
"449","-0.493504126660279","-0.493504126660279","-0.493504126660279"
"450","-0.4934984526109722","-0.4934984526109722","-0.4934984526109722"
"451","-0.493560680973735","-0.493560680973735","-0.493560680973735"
"452","-0.4937692885567377","-0.4937692885567377","-0.4937692885567377"
"453","-0.4938533621820233","-0.4938533621820233","-0.4938533621820233"
"454","-0.4941270271654926","-0.4941270271654926","-0.4941270271654926"
"455","-0.4941123228141758","-0.4941123228141758","-0.4941123228141758"
"456","-0.49409987387433046","-0.49409987387433046","-0.49409987387433046"
"457","-0.49419221855311674","-0.49419221855311674","-0.49419221855311674"
"458","-0.4943016497831431","-0.4943016497831431","-0.4943016497831431"
"459","-0.49439717007722705","-0.49439717007722705","-0.49439717007722705"
"460","-0.49442472592161674","-0.49442472592161674","-0.49442472592161674"
"461","-0.49460064997991593","-0.49460064997991593","-0.49460064997991593"
"462","-0.4948184697775239","-0.4948184697775239","-0.4948184697775239"
"463","-0.4948115710446389","-0.4948115710446389","-0.4948115710446389"
"464","-0.4946873592997017","-0.4946873592997017","-0.4946873592997017"
"465","-0.4946690066029029","-0.4946690066029029","-0.4946690066029029"
"466","-0.4946574557444672","-0.4946574557444672","-0.4946574557444672"
"467","-0.49454749133561354","-0.49454749133561354","-0.49454749133561354"
"468","-0.49455871601990187","-0.49455871601990187","-0.49455871601990187"
"469","-0.49467696856513643","-0.49467696856513643","-0.49467696856513643"
"470","-0.49480217334494886","-0.49480217334494886","-0.49480217334494886"
"471","-0.4948681151193717","-0.4948681151193717","-0.4948681151193717"
"472","-0.49484879565381223","-0.49484879565381223","-0.49484879565381223"
"473","-0.4949375359596798","-0.4949375359596798","-0.4949375359596798"
"474","-0.4947718080043323","-0.4947718080043323","-0.4947718080043323"
"475","-0.4950581922185357","-0.4950581922185357","-0.4950581922185357"
"476","-0.49504100382763955","-0.49504100382763955","-0.49504100382763955"
"477","-0.4949134622078275","-0.4949134622078275","-0.4949134622078275"
"478","-0.49502071377046436","-0.49502071377046436","-0.49502071377046436"
"479","-0.49490982080697443","-0.49490982080697443","-0.49490982080697443"
"480","-0.4949102273031834","-0.4949102273031834","-0.4949102273031834"
"481","-0.494927140444815","-0.494927140444815","-0.494927140444815"
"482","-0.4951405881818919","-0.4951405881818919","-0.4951405881818919"
"483","-0.49519358460827856","-0.49519358460827856","-0.49519358460827856"
"484","-0.49519693023550965","-0.49519693023550965","-0.49519693023550965"
"485","-0.49528103724421324","-0.49528103724421324","-0.49528103724421324"
"486","-0.4954733283422205","-0.4954733283422205","-0.4954733283422205"
"487","-0.4955326947334021","-0.4955326947334021","-0.4955326947334021"
"488","-0.4955440981220068","-0.4955440981220068","-0.4955440981220068"
"489","-0.4955356436303754","-0.4955356436303754","-0.4955356436303754"
"490","-0.4956618317971214","-0.4956618317971214","-0.4956618317971214"
"491","-0.4956366689380653","-0.4956366689380653","-0.4956366689380653"
"492","-0.4957511944503387","-0.4957511944503387","-0.4957511944503387"
"493","-0.49596653146713715","-0.49596653146713715","-0.49596653146713715"
"494","-0.49605885225526425","-0.49605885225526425","-0.49605885225526425"
"495","-0.49610185228198406","-0.49610185228198406","-0.49610185228198406"
"496","-0.4962029976878681","-0.4962029976878681","-0.4962029976878681"
"497","-0.49639856098289775","-0.49639856098289775","-0.49639856098289775"
"498","-0.49635042185197575","-0.49635042185197575","-0.49635042185197575"
"499","-0.4963729969637794","-0.4963729969637794","-0.4963729969637794"
"500","-0.49631598580096914","-0.49631598580096914","-0.49631598580096914"
"501","-0.49634357008505053","-0.49634357008505053","-0.49634357008505053"
"502","-0.49647576890947087","-0.49647576890947087","-0.49647576890947087"
"503","-0.4964626364310411","-0.4964626364310411","-0.4964626364310411"
"504","-0.4964783851397697","-0.4964783851397697","-0.4964783851397697"
"505","-0.49657275387997407","-0.49657275387997407","-0.49657275387997407"
"506","-0.49653662423639283","-0.49653662423639283","-0.49653662423639283"
"507","-0.49661286560876144","-0.49661286560876144","-0.49661286560876144"
"508","-0.496777023735151","-0.496777023735151","-0.496777023735151"
"509","-0.4969042097255494","-0.4969042097255494","-0.4969042097255494"
"510","-0.49701424960759033","-0.49701424960759033","-0.49701424960759033"
"511","-0.49709218529451393","-0.49709218529451393","-0.49709218529451393"
"512","-0.4971778056820316","-0.4971778056820316","-0.4971778056820316"
"513","-0.49722851196727885","-0.49722851196727885","-0.49722851196727885"
"514","-0.4972294376422132","-0.4972294376422132","-0.4972294376422132"
"515","-0.4972766378847901","-0.4972766378847901","-0.4972766378847901"
"516","-0.49731501084549096","-0.49731501084549096","-0.49731501084549096"
"517","-0.4976497460118836","-0.4976497460118836","-0.4976497460118836"
"518","-0.49769851503850765","-0.49769851503850765","-0.49769851503850765"
"519","-0.4976719583368551","-0.4976719583368551","-0.4976719583368551"
"520","-0.4977448214038411","-0.4977448214038411","-0.4977448214038411"
"521","-0.4977944450514739","-0.4977944450514739","-0.4977944450514739"
"522","-0.4978273942597783","-0.4978273942597783","-0.4978273942597783"
"523","-0.4977947451419558","-0.4977947451419558","-0.4977947451419558"
"524","-0.4978780286649337","-0.4978780286649337","-0.4978780286649337"
"525","-0.4979598196600892","-0.4979598196600892","-0.4979598196600892"
"526","-0.49795228980046446","-0.49795228980046446","-0.49795228980046446"
"527","-0.49798845085768156","-0.49798845085768156","-0.49798845085768156"
"528","-0.49801495693296555","-0.49801495693296555","-0.49801495693296555"
"529","-0.49813240477854964","-0.49813240477854964","-0.49813240477854964"
"530","-0.4981181488240469","-0.4981181488240469","-0.4981181488240469"
"531","-0.4981208788069887","-0.4981208788069887","-0.4981208788069887"
"532","-0.49824181632811154","-0.49824181632811154","-0.49824181632811154"
"533","-0.4983348422767278","-0.4983348422767278","-0.4983348422767278"
"534","-0.49839043498311103","-0.49839043498311103","-0.49839043498311103"
"535","-0.49842690605640594","-0.49842690605640594","-0.49842690605640594"
"536","-0.49842681198109323","-0.49842681198109323","-0.49842681198109323"
"537","-0.4985926280855819","-0.4985926280855819","-0.4985926280855819"
"538","-0.49875657680506835","-0.49875657680506835","-0.49875657680506835"
"539","-0.4988025701655153","-0.4988025701655153","-0.4988025701655153"
"540","-0.4989283026615867","-0.4989283026615867","-0.4989283026615867"
"541","-0.4989134906089469","-0.4989134906089469","-0.4989134906089469"
"542","-0.47298717498779297","-0.47298717498779297","-0.47298717498779297"
"543","-0.53824444250627","-0.53824444250627","-0.53824444250627"
"544","-0.5241996319521041","-0.5241996319521041","-0.5241996319521041"
"545","-0.5212295055389404","-0.5212295055389404","-0.5212295055389404"
"546","-0.5177071123588376","-0.5177071123588376","-0.5177071123588376"
"547","-0.518032489454045","-0.518032489454045","-0.518032489454045"
"548","-0.5177941923258734","-0.5177941923258734","-0.5177941923258734"
"549","-0.5194422040187138","-0.5194422040187138","-0.5194422040187138"
"550","-0.5253941409381819","-0.5253941409381819","-0.5253941409381819"
"551","-0.525583592744974","-0.525583592744974","-0.525583592744974"
"552","-0.5290558119811634","-0.5290558119811634","-0.5290558119811634"
"553","-0.5290908765148472","-0.5290908765148472","-0.5290908765148472"
"554","-0.5271881102037824","-0.5271881102037824","-0.5271881102037824"
"555","-0.5276534957740143","-0.5276534957740143","-0.5276534957740143"
"556","-0.5278406031165562","-0.5278406031165562","-0.5278406031165562"
"557","-0.5265625551441647","-0.5265625551441647","-0.5265625551441647"
"558","-0.5249629879590147","-0.5249629879590147","-0.5249629879590147"
"559","-0.5236669529599753","-0.5236669529599753","-0.5236669529599753"
"560","-0.5229438054298169","-0.5229438054298169","-0.5229438054298169"
"561","-0.5233324321464718","-0.5233324321464718","-0.5233324321464718"
"562","-0.5225640449357863","-0.5225640449357863","-0.5225640449357863"
"563","-0.5211267318770784","-0.5211267318770784","-0.5211267318770784"
"564","-0.5205395616826968","-0.5205395616826968","-0.5205395616826968"
"565","-0.5204418896338641","-0.5204418896338641","-0.5204418896338641"
"566","-0.5212406742374927","-0.5212406742374927","-0.5212406742374927"
"567","-0.5211221529430602","-0.5211221529430602","-0.5211221529430602"
"568","-0.5199761882824002","-0.5199761882824002","-0.5199761882824002"
"569","-0.5194896955551697","-0.5194896955551697","-0.5194896955551697"
"570","-0.5207917567249719","-0.5207917567249719","-0.5207917567249719"
"571","-0.5209217935902966","-0.5209217935902966","-0.5209217935902966"
"572","-0.5215545585781237","-0.5215545585781237","-0.5215545585781237"
"573","-0.5224291990807586","-0.5224291990807586","-0.5224291990807586"
"574","-0.5228531272426201","-0.5228531272426201","-0.5228531272426201"
"575","-0.52469148637665","-0.52469148637665","-0.52469148637665"
"576","-0.5247903155091921","-0.5247903155091921","-0.5247903155091921"
"577","-0.5251651471666461","-0.5251651471666461","-0.5251651471666461"
"578","-0.525138824600262","-0.525138824600262","-0.525138824600262"
"579","-0.5244849530673734","-0.5244849530673734","-0.5244849530673734"
"580","-0.5247495949581227","-0.5247495949581227","-0.5247495949581227"
"581","-0.5248165885963099","-0.5248165885963099","-0.5248165885963099"
"582","-0.5251919730494444","-0.5251919730494444","-0.5251919730494444"
"583","-0.5247431030528679","-0.5247431030528679","-0.5247431030528679"
"584","-0.524897153190649","-0.524897153190649","-0.524897153190649"
"585","-0.5254636083982384","-0.5254636083982384","-0.5254636083982384"
"586","-0.5252397344225929","-0.5252397344225929","-0.5252397344225929"
"587","-0.5250102499636208","-0.5250102499636208","-0.5250102499636208"
"588","-0.5244903834031616","-0.5244903834031616","-0.5244903834031616"
"589","-0.524360602638524","-0.524360602638524","-0.524360602638524"
"590","-0.5245839141758465","-0.5245839141758465","-0.5245839141758465"
"591","-0.5243385905160923","-0.5243385905160923","-0.5243385905160923"
"592","-0.5242275540343302","-0.5242275540343302","-0.5242275540343302"
"593","-0.5239116941412835","-0.5239116941412835","-0.5239116941412835"
"594","-0.5238602460002716","-0.5238602460002716","-0.5238602460002716"
"595","-0.5238268296821867","-0.5238268296821867","-0.5238268296821867"
"596","-0.5238173315904057","-0.5238173315904057","-0.5238173315904057"
"597","-0.5237368235462591","-0.5237368235462591","-0.5237368235462591"
"598","-0.5237270580362297","-0.5237270580362297","-0.5237270580362297"
"599","-0.5239071484309362","-0.5239071484309362","-0.5239071484309362"
"600","-0.5244496571935597","-0.5244496571935597","-0.5244496571935597"
"601","-0.5239922011967642","-0.5239922011967642","-0.5239922011967642"
"602","-0.5237798363515819","-0.5237798363515819","-0.5237798363515819"
"603","-0.5238793727906753","-0.5238793727906753","-0.5238793727906753"
"604","-0.5237275610607411","-0.5237275610607411","-0.5237275610607411"
"605","-0.5239275176721594","-0.5239275176721594","-0.5239275176721594"
"606","-0.5240009458686186","-0.5240009458686186","-0.5240009458686186"
"607","-0.5239097451742527","-0.5239097451742527","-0.5239097451742527"
"608","-0.5243272666400932","-0.5243272666400932","-0.5243272666400932"
"609","-0.5245562289493094","-0.5245562289493094","-0.5245562289493094"
"610","-0.5243816663690251","-0.5243816663690251","-0.5243816663690251"
"611","-0.5244414717950973","-0.5244414717950973","-0.5244414717950973"
"612","-0.5247649075131273","-0.5247649075131273","-0.5247649075131273"
"613","-0.5255451494966713","-0.5255451494966713","-0.5255451494966713"
"614","-0.5254202836429527","-0.5254202836429527","-0.5254202836429527"
"615","-0.5246459330481804","-0.5246459330481804","-0.5246459330481804"
"616","-0.5245461817453747","-0.5245461817453747","-0.5245461817453747"
"617","-0.5241004582172069","-0.5241004582172069","-0.5241004582172069"
"618","-0.5239242766047589","-0.5239242766047589","-0.5239242766047589"
"619","-0.5236007207485179","-0.5236007207485179","-0.5236007207485179"
"620","-0.5234580293355007","-0.5234580293355007","-0.5234580293355007"
"621","-0.5235912349221077","-0.5235912349221077","-0.5235912349221077"
"622","-0.5235725957504967","-0.5235725957504967","-0.5235725957504967"
"623","-0.5231902440217508","-0.5231902440217508","-0.5231902440217508"
"624","-0.5230712902241009","-0.5230712902241009","-0.5230712902241009"
"625","-0.5231126173523789","-0.5231126173523789","-0.5231126173523789"
"626","-0.5228000219100721","-0.5228000219100721","-0.5228000219100721"
"627","-0.522721277000481","-0.522721277000481","-0.522721277000481"
"628","-0.5228999592493635","-0.5228999592493635","-0.5228999592493635"
"629","-0.5233015667488873","-0.5233015667488873","-0.5233015667488873"
"630","-0.5234613142205692","-0.5234613142205692","-0.5234613142205692"
"631","-0.5233115344470332","-0.5233115344470332","-0.5233115344470332"
"632","-0.5231092017181176","-0.5231092017181176","-0.5231092017181176"
"633","-0.5228465244288502","-0.5228465244288502","-0.5228465244288502"
"634","-0.5232856794301902","-0.5232856794301902","-0.5232856794301902"
"635","-0.5231827042604748","-0.5231827042604748","-0.5231827042604748"
"636","-0.5233803995104069","-0.5233803995104069","-0.5233803995104069"
"637","-0.5234793374779096","-0.5234793374779096","-0.5234793374779096"
"638","-0.5237779718097861","-0.5237779718097861","-0.5237779718097861"
"639","-0.5240919342922501","-0.5240919342922501","-0.5240919342922501"
"640","-0.5239154803096702","-0.5239154803096702","-0.5239154803096702"
"641","-0.5239672434979563","-0.5239672434979563","-0.5239672434979563"
"642","-0.5243146316214399","-0.5243146316214399","-0.5243146316214399"
"643","-0.5242666764558835","-0.5242666764558835","-0.5242666764558835"
"644","-0.5244192131060694","-0.5244192131060694","-0.5244192131060694"
"645","-0.5246704473990358","-0.5246704473990358","-0.5246704473990358"
"646","-0.5245870260180017","-0.5245870260180017","-0.5245870260180017"
"647","-0.5246718677591983","-0.5246718677591983","-0.5246718677591983"
"648","-0.5247864986117666","-0.5247864986117666","-0.5247864986117666"
"649","-0.5246938842685283","-0.5246938842685283","-0.5246938842685283"
"650","-0.5248082045820661","-0.5248082045820661","-0.5248082045820661"
"651","-0.5248007702237417","-0.5248007702237417","-0.5248007702237417"
"652","-0.5247961516601188","-0.5247961516601188","-0.5247961516601188"
"653","-0.5246926909035975","-0.5246926909035975","-0.5246926909035975"
"654","-0.5245580789396318","-0.5245580789396318","-0.5245580789396318"
"655","-0.5248702658318926","-0.5248702658318926","-0.5248702658318926"
"656","-0.5249125265845282","-0.5249125265845282","-0.5249125265845282"
"657","-0.5250455936745495","-0.5250455936745495","-0.5250455936745495"
"658","-0.5251048191624608","-0.5251048191624608","-0.5251048191624608"
"659","-0.5250840807297004","-0.5250840807297004","-0.5250840807297004"
"660","-0.5248803548849205","-0.5248803548849205","-0.5248803548849205"
"661","-0.5249392666504425","-0.5249392666504425","-0.5249392666504425"
"662","-0.5248966565437857","-0.5248966565437857","-0.5248966565437857"
"663","-0.5251477618388751","-0.5251477618388751","-0.5251477618388751"
"664","-0.5250885416307379","-0.5250885416307379","-0.5250885416307379"
"665","-0.5252283692456764","-0.5252283692456764","-0.5252283692456764"
"666","-0.5253515099921984","-0.5253515099921984","-0.5253515099921984"
"667","-0.5253441094113387","-0.5253441094113387","-0.5253441094113387"
"668","-0.5250164900716574","-0.5250164900716574","-0.5250164900716574"
"669","-0.5251946759261454","-0.5251946759261454","-0.5251946759261454"
"670","-0.5252245851878912","-0.5252245851878912","-0.5252245851878912"
"671","-0.5254956669210926","-0.5254956669210926","-0.5254956669210926"
"672","-0.5255287205549866","-0.5255287205549866","-0.5255287205549866"
"673","-0.5256653894094181","-0.5256653894094181","-0.5256653894094181"
"674","-0.5256315577355052","-0.5256315577355052","-0.5256315577355052"
"675","-0.5257648504783479","-0.5257648504783479","-0.5257648504783479"
"676","-0.5255887771746189","-0.5255887771746189","-0.5255887771746189"
"677","-0.525494381531709","-0.525494381531709","-0.525494381531709"
"678","-0.525558414921701","-0.525558414921701","-0.525558414921701"
"679","-0.5256860226849237","-0.5256860226849237","-0.5256860226849237"
"680","-0.5258214254684849","-0.5258214254684849","-0.5258214254684849"
"681","-0.5259543182308257","-0.5259543182308257","-0.5259543182308257"
"682","-0.5259759125115614","-0.5259759125115614","-0.5259759125115614"
"683","-0.5260535851384966","-0.5260535851384966","-0.5260535851384966"
"684","-0.5261222105853411","-0.5261222105853411","-0.5261222105853411"
"685","-0.5261154105661634","-0.5261154105661634","-0.5261154105661634"
"686","-0.5258631864866393","-0.5258631864866393","-0.5258631864866393"
"687","-0.5260154400547153","-0.5260154400547153","-0.5260154400547153"
"688","-0.526147567760773","-0.526147567760773","-0.526147567760773"
"689","-0.5260049550611092","-0.5260049550611092","-0.5260049550611092"
"690","-0.5258759965492534","-0.5258759965492534","-0.5258759965492534"
"691","-0.525763888534166","-0.525763888534166","-0.525763888534166"
"692","-0.5258108358991536","-0.5258108358991536","-0.5258108358991536"
"693","-0.5256375407517785","-0.5256375407517785","-0.5256375407517785"
"694","-0.5255250115288002","-0.5255250115288002","-0.5255250115288002"
"695","-0.525666411058487","-0.525666411058487","-0.525666411058487"
"696","-0.5255543902119904","-0.5255543902119904","-0.5255543902119904"
"697","-0.5257003111350467","-0.5257003111350467","-0.5257003111350467"
"698","-0.5256035867636972","-0.5256035867636972","-0.5256035867636972"
"699","-0.5255392066503618","-0.5255392066503618","-0.5255392066503618"
"700","-0.5255876331107666","-0.5255876331107666","-0.5255876331107666"
"701","-0.5258514809016535","-0.5258514809016535","-0.5258514809016535"
"702","-0.525777162182413","-0.525777162182413","-0.525777162182413"
"703","-0.5256754081120483","-0.5256754081120483","-0.5256754081120483"
"704","-0.5258892399157219","-0.5258892399157219","-0.5258892399157219"
"705","-0.5258824691715451","-0.5258824691715451","-0.5258824691715451"
"706","-0.5259136362165885","-0.5259136362165885","-0.5259136362165885"
"707","-0.5259451243568376","-0.5259451243568376","-0.5259451243568376"
"708","-0.5260170847984913","-0.5260170847984913","-0.5260170847984913"
"709","-0.5259907365130636","-0.5259907365130636","-0.5259907365130636"
"710","-0.52571135769991","-0.52571135769991","-0.52571135769991"
"711","-0.525606777807582","-0.525606777807582","-0.525606777807582"
"712","-0.5254718508880185","-0.5254718508880185","-0.5254718508880185"
"713","-0.5253588896373222","-0.5253588896373222","-0.5253588896373222"
"714","-0.5254240993460135","-0.5254240993460135","-0.5254240993460135"
"715","-0.5255398187659367","-0.5255398187659367","-0.5255398187659367"
"716","-0.5254787811084015","-0.5254787811084015","-0.5254787811084015"
"717","-0.5255630629393525","-0.5255630629393525","-0.5255630629393525"
"718","-0.5255000864931428","-0.5255000864931428","-0.5255000864931428"
"719","-0.5255792073480562","-0.5255792073480562","-0.5255792073480562"
"720","-0.5256615688230535","-0.5256615688230535","-0.5256615688230535"
"721","-0.5257733818840408","-0.5257733818840408","-0.5257733818840408"
"722","-0.525709773155797","-0.525709773155797","-0.525709773155797"
"723","-0.5256535985863452","-0.5256535985863452","-0.5256535985863452"
"724","-0.5255299432142825","-0.5255299432142825","-0.5255299432142825"
"725","-0.525523729252073","-0.525523729252073","-0.525523729252073"
"726","-0.525575101391768","-0.525575101391768","-0.525575101391768"
"727","-0.5256768409816849","-0.5256768409816849","-0.5256768409816849"
"728","-0.5255336272883069","-0.5255336272883069","-0.5255336272883069"
"729","-0.525594978823756","-0.525594978823756","-0.525594978823756"
"730","-0.5255190124225262","-0.5255190124225262","-0.5255190124225262"
"731","-0.5255582563969144","-0.5255582563969144","-0.5255582563969144"
"732","-0.5255852078432036","-0.5255852078432036","-0.5255852078432036"
"733","-0.5256564961341836","-0.5256564961341836","-0.5256564961341836"
"734","-0.5257575349190904","-0.5257575349190904","-0.5257575349190904"
"735","-0.5258128372947519","-0.5258128372947519","-0.5258128372947519"
"736","-0.525801576378418","-0.525801576378418","-0.525801576378418"
"737","-0.5255600778736377","-0.5255600778736377","-0.5255600778736377"
"738","-0.5255389591220202","-0.5255389591220202","-0.5255389591220202"
"739","-0.5255131932879873","-0.5255131932879873","-0.5255131932879873"
"740","-0.5254355100806707","-0.5254355100806707","-0.5254355100806707"
"741","-0.5254928243932624","-0.5254928243932624","-0.5254928243932624"
"742","-0.5254363882309314","-0.5254363882309314","-0.5254363882309314"
"743","-0.5253808280385471","-0.5253808280385471","-0.5253808280385471"
"744","-0.5254102217006777","-0.5254102217006777","-0.5254102217006777"
"745","-0.5254656246793147","-0.5254656246793147","-0.5254656246793147"
"746","-0.5255205253944977","-0.5255205253944977","-0.5255205253944977"
"747","-0.5255005899026648","-0.5255005899026648","-0.5255005899026648"
"748","-0.5254104722911209","-0.5254104722911209","-0.5254104722911209"
"749","-0.5254010385444693","-0.5254010385444693","-0.5254010385444693"
"750","-0.5255312250961999","-0.5255312250961999","-0.5255312250961999"
"751","-0.5257390320073013","-0.5257390320073013","-0.5257390320073013"
"752","-0.5256987998934941","-0.5256987998934941","-0.5256987998934941"
"753","-0.5256987847546614","-0.5256987847546614","-0.5256987847546614"
"754","-0.5257611671802516","-0.5257611671802516","-0.5257611671802516"
"755","-0.5258148871134951","-0.5258148871134951","-0.5258148871134951"
"756","-0.5258677107660863","-0.5258677107660863","-0.5258677107660863"
"757","-0.5257247591201564","-0.5257247591201564","-0.5257247591201564"
"758","-0.5257600785984258","-0.5257600785984258","-0.5257600785984258"
"759","-0.5256422362065106","-0.5256422362065106","-0.5256422362065106"
"760","-0.5257033324334557","-0.5257033324334557","-0.5257033324334557"
"761","-0.525681699413189","-0.525681699413189","-0.525681699413189"
"762","-0.5257986933060637","-0.5257986933060637","-0.5257986933060637"
"763","-0.5258926849109671","-0.5258926849109671","-0.5258926849109671"
"764","-0.5259694899325433","-0.5259694899325433","-0.5259694899325433"
"765","-0.5258808979695284","-0.5258808979695284","-0.5258808979695284"
"766","-0.5259434574286569","-0.5259434574286569","-0.5259434574286569"
"767","-0.5258674809849034","-0.5258674809849034","-0.5258674809849034"
"768","-0.5257575237898635","-0.5257575237898635","-0.5257575237898635"
"769","-0.5258859861715939","-0.5258859861715939","-0.5258859861715939"
"770","-0.5260216709110414","-0.5260216709110414","-0.5260216709110414"
"771","-0.5260467207468217","-0.5260467207468217","-0.5260467207468217"
"772","-0.5259995100447428","-0.5259995100447428","-0.5259995100447428"
"773","-0.5260554594634571","-0.5260554594634571","-0.5260554594634571"
"774","-0.5262009429808374","-0.5262009429808374","-0.5262009429808374"
"775","-0.5262643376909475","-0.5262643376909475","-0.5262643376909475"
"776","-0.526426848834114","-0.526426848834114","-0.526426848834114"
"777","-0.5266176254660055","-0.5266176254660055","-0.5266176254660055"
"778","-0.5266336454697859","-0.5266336454697859","-0.5266336454697859"
"779","-0.5266562912570731","-0.5266562912570731","-0.5266562912570731"
"780","-0.5267335993184207","-0.5267335993184207","-0.5267335993184207"
"781","-0.5268219880282954","-0.5268219880282954","-0.5268219880282954"
"782","-0.5268476467140513","-0.5268476467140513","-0.5268476467140513"
"783","-0.5269197710368307","-0.5269197710368307","-0.5269197710368307"
"784","-0.5269689212304312","-0.5269689212304312","-0.5269689212304312"
"785","-0.5269751456086893","-0.5269751456086893","-0.5269751456086893"
"786","-0.5270644373602674","-0.5270644373602674","-0.5270644373602674"
"787","-0.5270779319487509","-0.5270779319487509","-0.5270779319487509"
"788","-0.52710063889326","-0.52710063889326","-0.52710063889326"
"789","-0.5270988006357334","-0.5270988006357334","-0.5270988006357334"
"790","-0.5272040465626684","-0.5272040465626684","-0.5272040465626684"
"791","-0.5271653968950009","-0.5271653968950009","-0.5271653968950009"
"792","-0.5272919489878838","-0.5272919489878838","-0.5272919489878838"
"793","-0.5273466483619004","-0.5273466483619004","-0.5273466483619004"
"794","-0.5273530597915634","-0.5273530597915634","-0.5273530597915634"
"795","-0.5274203678615853","-0.5274203678615853","-0.5274203678615853"
"796","-0.5274648380204479","-0.5274648380204479","-0.5274648380204479"
"797","-0.5274194098252588","-0.5274194098252588","-0.5274194098252588"
"798","-0.5273620662559806","-0.5273620662559806","-0.5273620662559806"
"799","-0.527479536370608","-0.527479536370608","-0.527479536370608"
"800","-0.5276180749967643","-0.5276180749967643","-0.5276180749967643"
"801","-0.5276016926659621","-0.5276016926659621","-0.5276016926659621"
"802","-0.5276345117808947","-0.5276345117808947","-0.5276345117808947"
"803","-0.5276173211203276","-0.5276173211203276","-0.5276173211203276"
"804","-0.5275385673493659","-0.5275385673493659","-0.5275385673493659"
"805","-0.5276108312769926","-0.5276108312769926","-0.5276108312769926"
"806","-0.5277673615871258","-0.5277673615871258","-0.5277673615871258"
"807","-0.5278099088882869","-0.5278099088882869","-0.5278099088882869"
"808","-0.5278221890918298","-0.5278221890918298","-0.5278221890918298"
"809","-0.5278541178838986","-0.5278541178838986","-0.5278541178838986"
"810","-0.5278332157283521","-0.5278332157283521","-0.5278332157283521"
"811","-0.5278876204443704","-0.5278876204443704","-0.5278876204443704"
"812","-0.5278628736635086","-0.5278628736635086","-0.5278628736635086"
"813","-0.5924353003501892","-0.5924353003501892","-0.5924353003501892"
"814","-0.5346986299211328","-0.5346986299211328","-0.5346986299211328"
"815","-0.5482804874579111","-0.5482804874579111","-0.5482804874579111"
"816","-0.5518685377413227","-0.5518685377413227","-0.5518685377413227"
"817","-0.5406165144792417","-0.5406165144792417","-0.5406165144792417"
"818","-0.5436834383244608","-0.5436834383244608","-0.5436834383244608"
"819","-0.5467086673760023","-0.5467086673760023","-0.5467086673760023"
"820","-0.5471416266871171","-0.5471416266871171","-0.5471416266871171"
