"Step","lcls_nih_improved-2 - epoch/AUROC@Multilabel","lcls_nih_improved-2 - epoch/AUROC@Multilabel__MIN","lcls_nih_improved-2 - epoch/AUROC@Multilabel__MAX"
"0","0.5753601789474487","0.5753601789474487","0.5753601789474487"
"1","0.5022747706283223","0.5022747706283223","0.5022747706283223"
"2","0.5188012932028089","0.5188012932028089","0.5188012932028089"
"3","0.508063058699331","0.508063058699331","0.508063058699331"
"4","0.5172223456022216","0.5172223456022216","0.5172223456022216"
"5","0.5194978211440292","0.5194978211440292","0.5194978211440292"
"6","0.5140103062645334","0.5140103062645334","0.5140103062645334"
"7","0.5104685992422239","0.5104685992422239","0.5104685992422239"
"8","0.5111607434572997","0.5111607434572997","0.5111607434572997"
"9","0.5086310276618371","0.5086310276618371","0.5086310276618371"
"10","0.5086673076200013","0.5086673076200013","0.5086673076200013"
"11","0.5062617079631703","0.5062617079631703","0.5062617079631703"
"12","0.505267494966176","0.505267494966176","0.505267494966176"
"13","0.5074115040648075","0.5074115040648075","0.5074115040648075"
"14","0.5080631301335409","0.5080631301335409","0.5080631301335409"
"15","0.5090494826929459","0.5090494826929459","0.5090494826929459"
"16","0.5091289068971362","0.5091289068971362","0.5091289068971362"
"17","0.5095237420316328","0.5095237420316328","0.5095237420316328"
"18","0.5109388800286456","0.5109388800286456","0.5109388800286456"
"19","0.5129789015697559","0.5129789015697559","0.5129789015697559"
"20","0.5134547723466484","0.5134547723466484","0.5134547723466484"
"21","0.5144216176740366","0.5144216176740366","0.5144216176740366"
"22","0.5152209465859702","0.5152209465859702","0.5152209465859702"
"23","0.514902012688773","0.514902012688773","0.514902012688773"
"24","0.5144286475982903","0.5144286475982903","0.5144286475982903"
"25","0.5154011557064209","0.5154011557064209","0.5154011557064209"
"26","0.5150100689281449","0.5150100689281449","0.5150100689281449"
"27","0.5156898684387278","0.5156898684387278","0.5156898684387278"
"28","0.5164744849731066","0.5164744849731066","0.5164744849731066"
"29","0.5154828212105531","0.5154828212105531","0.5154828212105531"
"30","0.5152648231911897","0.5152648231911897","0.5152648231911897"
"31","0.5158268213272095","0.5158268213272095","0.5158268213272095"
"32","0.5158830411337618","0.5158830411337618","0.5158830411337618"
"33","0.5155238740573836","0.5155238740573836","0.5155238740573836"
"34","0.5158920406071671","0.5158920406071671","0.5158920406071671"
"35","0.5158849984322518","0.5158849984322518","0.5158849984322518"
"36","0.5161170357647364","0.5161170357647364","0.5161170357647364"
"37","0.5166403086519626","0.5166403086519626","0.5166403086519626"
"38","0.5169838662222614","0.5169838662222614","0.5169838662222614"
"39","0.5170045132222383","0.5170045132222383","0.5170045132222383"
"40","0.5170056860048575","0.5170056860048575","0.5170056860048575"
"41","0.5165305231899531","0.5165305231899531","0.5165305231899531"
"42","0.5164376136950812","0.5164376136950812","0.5164376136950812"
"43","0.5160846150806497","0.5160846150806497","0.5160846150806497"
"44","0.5164672202534146","0.5164672202534146","0.5164672202534146"
"45","0.5166384644492502","0.5166384644492502","0.5166384644492502"
"46","0.5165110668753337","0.5165110668753337","0.5165110668753337"
"47","0.5158711656643327","0.5158711656643327","0.5158711656643327"
"48","0.5161340635060768","0.5161340635060768","0.5161340635060768"
"49","0.5155546064289427","0.5155546064289427","0.5155546064289427"
"50","0.5157423952144539","0.5157423952144539","0.5157423952144539"
"51","0.5159020202267194","0.5159020202267194","0.5159020202267194"
"52","0.5152810361815505","0.5152810361815505","0.5152810361815505"
"53","0.5149769516987989","0.5149769516987989","0.5149769516987989"
"54","0.5148278586635308","0.5148278586635308","0.5148278586635308"
"55","0.5151589624245673","0.5151589624245673","0.5151589624245673"
"56","0.515102277730663","0.515102277730663","0.515102277730663"
"57","0.5149813472389548","0.5149813472389548","0.5149813472389548"
"58","0.5143111707729234","0.5143111707729234","0.5143111707729234"
"59","0.5145436261611945","0.5145436261611945","0.5145436261611945"
"60","0.5144329405267306","0.5144329405267306","0.5144329405267306"
"61","0.5144223126959293","0.5144223126959293","0.5144223126959293"
"62","0.5142856134692636","0.5142856134692636","0.5142856134692636"
"63","0.5149499915670102","0.5149499915670102","0.5149499915670102"
"64","0.5151368245226731","0.5151368245226731","0.5151368245226731"
"65","0.5155294219835929","0.5155294219835929","0.5155294219835929"
"66","0.51548053132604","0.51548053132604","0.51548053132604"
"67","0.5154914740922731","0.5154914740922731","0.5154914740922731"
"88","0.5525895953178406","0.5525895953178406","0.5525895953178406"
"89","0.5167391652410681","0.5167391652410681","0.5167391652410681"
"90","0.5123295415015447","0.5123295415015447","0.5123295415015447"
"91","0.5136700311014729","0.5136700311014729","0.5136700311014729"
"92","0.5159552082782839","0.5159552082782839","0.5159552082782839"
"93","0.5134054854804394","0.5134054854804394","0.5134054854804394"
"94","0.5109226439819962","0.5109226439819962","0.5109226439819962"
"95","0.5150440515766681","0.5150440515766681","0.5150440515766681"
"96","0.5125323254385112","0.5125323254385112","0.5125323254385112"
"97","0.5099094130180695","0.5099094130180695","0.5099094130180695"
"98","0.5104183669727628","0.5104183669727628","0.5104183669727628"
"99","0.5135687911832655","0.5135687911832655","0.5135687911832655"
"100","0.5107292660996934","0.5107292660996934","0.5107292660996934"
"101","0.5120009038284534","0.5120009038284534","0.5120009038284534"
"102","0.5120693362773733","0.5120693362773733","0.5120693362773733"
"103","0.5129402080513784","0.5129402080513784","0.5129402080513784"
"104","0.5138710735377318","0.5138710735377318","0.5138710735377318"
"105","0.5124407168368847","0.5124407168368847","0.5124407168368847"
"106","0.5126286659451479","0.5126286659451479","0.5126286659451479"
"107","0.5126400936336417","0.5126400936336417","0.5126400936336417"
"108","0.5148255042175749","0.5148255042175749","0.5148255042175749"
"109","0.5160591437070856","0.5160591437070856","0.5160591437070856"
"110","0.5163398518551529","0.5163398518551529","0.5163398518551529"
"111","0.5167199242940713","0.5167199242940713","0.5167199242940713"
"112","0.5161544737479499","0.5161544737479499","0.5161544737479499"
"113","0.5153396305334995","0.5153396305334995","0.5153396305334995"
"114","0.5148037340905931","0.5148037340905931","0.5148037340905931"
"115","0.5153734709283962","0.5153734709283962","0.5153734709283962"
"116","0.5155406608063979","0.5155406608063979","0.5155406608063979"
"117","0.5154811742993974","0.5154811742993974","0.5154811742993974"
"118","0.515627593495125","0.515627593495125","0.515627593495125"
"119","0.515909267679288","0.515909267679288","0.515909267679288"
"120","0.5142319640637929","0.5142319640637929","0.5142319640637929"
"121","0.5149031972957162","0.5149031972957162","0.5149031972957162"
"122","0.5152361151759576","0.5152361151759576","0.5152361151759576"
"123","0.5160959298454458","0.5160959298454458","0.5160959298454458"
"124","0.5157511146775243","0.5157511146775243","0.5157511146775243"
"125","0.515329539615189","0.515329539615189","0.515329539615189"
"126","0.5153405487224498","0.5153405487224498","0.5153405487224498"
"127","0.5164344093531293","0.5164344093531293","0.5164344093531293"
"128","0.5164225357131768","0.5164225357131768","0.5164225357131768"
"129","0.5166050536499116","0.5166050536499116","0.5166050536499116"
"130","0.5170868086560039","0.5170868086560039","0.5170868086560039"
"131","0.5173417556590104","0.5173417556590104","0.5173417556590104"
"132","0.5171490235258392","0.5171490235258392","0.5171490235258392"
"133","0.5168484853138681","0.5168484853138681","0.5168484853138681"
"134","0.5173002056728991","0.5173002056728991","0.5173002056728991"
"135","0.5179659533146334","0.5179659533146334","0.5179659533146334"
"136","0.5179762972863449","0.5179762972863449","0.5179762972863449"
"137","0.5183730784598776","0.5183730784598776","0.5183730784598776"
"138","0.5186177451096609","0.5186177451096609","0.5186177451096609"
"139","0.5186060374263681","0.5186060374263681","0.5186060374263681"
